index,pixel_id,Year_1987,Year_1988,Year_1989,Year_1990,Year_1991,Year_1992,Year_1993,Year_1994,Year_1995,Year_1996,Year_1997,Year_1998,Year_1999,Year_2000,Year_2001,Year_2002,Year_2003,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,longitude,latitude
493,493,0.354919367,0.405399561,0.446239745,0.144446174,0.338802097,0.808851839,0.351291582,0.131097178,0.601080522,0.822615221,0.200685107,0.567919808,0.188785068,0.343601458,0.626098517,0.50983474,0.5884,0.368488454,0.367330856,0.320559466,0.401509383,0.473706165,0.419537393,0.127006781,0.696355381,-0.088794993,0,-0.111900027,0.154380018,0.152872749,0.361965072,0.47170284,0.273579422,0.63614742,0.286729289,0.129079348,0.85451728,105.6304239,20.31005517
494,494,0.354919367,0.405399561,0.446239745,0.144446174,0.338802097,0.808851839,0.351291582,0.131097178,0.601080522,0.822615221,0.200685107,0.567919808,0.188785068,0.343601458,0.626098517,0.50983474,0.5884,0.368488454,0.367330856,0.320559466,0.401509383,0.473706165,0.419537393,0.127006781,0.696355381,-0.088794993,0,-0.111900027,0.154380018,0.152872749,0.361965072,0.47170284,0.273579422,0.63614742,0.286729289,0.129079348,0.85451728,105.6306934,20.31005517
495,495,0.358253328,0.407015932,0.441483255,0.151869962,0.334753156,0.804518812,0.359452477,0.040299866,0.61188422,0.818238561,0.213682955,0.555990696,0.19141081,0.348474564,0.606148933,0.508450571,0.584516725,0.378811139,0.31147678,0.324290111,0.40938952,0.480871417,0.437760299,0.127006781,0.686024123,-0.069682446,0,-0.109497406,0.18453087,0.154683008,0.36818918,0.471244856,0.270311691,0.688860681,0.286847605,0.125624496,0.838870351,105.6309629,20.31005517
496,496,0.376432927,0.401540626,0.411457873,0.158555382,0.326457309,0.791060321,0.356244693,0.016060045,0.614574555,0.813683933,0.210722421,0.558324408,0.198245305,0.345432536,0.577234399,0.512235236,0.616665487,0.373000432,0.307088652,0.316676705,0.40417098,0.472311612,0.317564844,0.122864557,0.669240162,-0.063215581,0,-0.112753962,0.165372051,0.151234043,0.379651573,0.460836526,0.267355296,0.687786188,0.283845457,0.118220061,0.725910208,105.6312324,20.31005517
497,497,0.374161849,0.390250146,0.380319305,0.170444623,0.326351228,0.76735842,0.348959059,-0.007364704,0.611530705,0.798234998,0.193618564,0.558735033,0.190849949,0.3408673,0.588153568,0.496081451,0.687925438,0.35931265,0.240176342,0.252715613,0.370702447,0.465854627,0.311990529,0.120938884,0.64771979,-0.060844743,0,-0.114363613,0.168921577,0.140820107,0.404861589,0.465169299,0.272012151,0.675022524,0.281198928,0.112518007,0.749454591,105.6315019,20.31005517
498,498,0.365911005,0.378833076,0.383430521,0.188495654,0.328572221,0.770427751,0.344256275,-0.006138014,0.621871742,0.762623239,0.19293665,0.555164508,0.181965817,0.332498699,0.568449112,0.493708186,0.678034495,0.360970544,0.237556066,0.252654374,0.342677977,0.469866169,0.318268016,0.118768997,0.631089605,-0.038577963,0,-0.226403677,0.1791284,0.134535719,0.501591968,0.464524894,0.262689002,0.635086305,0.28776293,0.113394168,0.698378186,105.6317714,20.31005517
499,499,0.366599862,0.379972637,0.37928385,0.219212199,0.339141008,0.782702554,0.349561927,0.050100969,0.624955188,0.764606783,0.189447273,0.570672254,0.184670741,0.326523798,0.558606911,0.502828531,0.632022545,0.366038908,0.236612967,0.26016698,0.330208129,0.453671074,0.312768059,0.122575949,0.651692979,-0.018466309,0,-0.114536762,0.15357478,0.139443315,0.574339773,0.425150219,0.26284765,0.604396419,0.281670094,0.125234587,0.719206496,105.6320409,20.31005517
500,500,0.377200988,0.399850107,0.375529328,0.242700722,0.355325448,0.790434699,0.349372551,0.056537669,0.633744954,0.804398712,0.194755389,0.592645845,0.18999483,0.332668226,0.562512806,0.516875779,0.627021768,0.360059498,0.303460763,0.26103633,0.33612828,0.458378915,0.316000461,0.121001413,0.656250924,-0.015366204,0,-0.114133445,0.162360741,-0.04991379,0.561840718,0.440004495,0.257798263,0.579970228,0.29334208,0.134165327,0.699372701,105.6323104,20.31005517
501,501,0.367628098,0.390009934,0.332598543,0.231139763,0.360060066,0.791219053,0.354410719,0.079471392,0.630214773,0.807017464,0.195664178,0.592417546,0.197010704,0.337262424,0.544789505,0.528048229,0.615898192,0.484021938,0.307981718,0.259550558,0.33702006,0.470456376,0.328953428,0.118625473,0.669043564,-0.018111779,0,-0.111651141,0.187643889,-0.047890121,0.565252497,0.452689741,0.243458504,0.545839292,0.288244669,0.128817353,0.697261401,105.6325798,20.31005517
502,502,0.364251267,0.396894927,0.396088698,0.255018264,0.364867974,0.789040973,0.343517756,0.022695287,0.618312346,0.804301366,0.198040631,0.58065017,0.197430318,0.34207884,0.511148481,0.526972893,0.617200347,0.476823704,0.310571101,0.31547207,0.330124746,0.474524992,0.331028213,0.128440625,0.641015799,-0.025650667,0,-0.110891537,0.180221277,-0.055966656,0.572591057,0.474248311,0.234398156,0.480874231,0.282195811,0.120901897,0.695244453,105.6328493,20.31005517
503,503,0.362468211,0.403021441,0.414127701,0.279089225,0.368394146,0.797911963,0.354601811,-0.011517276,0.641533321,0.803165085,0.200588575,0.604127666,0.121845955,0.347000536,0.517418597,0.537890715,0.586570299,0.43906263,0.314848654,0.313641053,0.331476487,0.472437066,0.360316995,0.124052903,0.628636453,0.210147259,0,-0.111392847,0.181879867,-0.059400372,0.551792951,0.461746133,0.248127007,0.391140634,0.289382239,0.103908,0.761756367,105.6331188,20.31005517
504,504,0.365568308,0.416523771,0.419145856,0.25826545,0.374509145,0.806680434,0.358161832,-0.041843843,0.662299521,0.806313705,0.211711177,0.614481912,0.112473508,0.345526328,0.396359464,0.562443752,0.587411305,0.390121142,0.325841494,0.321521648,0.334806734,0.476785283,0.422401168,0.11409228,0.625111072,0.222139057,0,-0.110832869,0.177841447,-0.049965512,0.542744016,0.448881058,0.245521621,0.385979967,0.29006338,0.098823204,0.849295726,105.6333883,20.31005517
505,505,0.384665559,0.414696392,0.387133937,0.317721221,0.377568824,0.806002279,0.356413963,-0.054631593,0.66813411,0.797732785,0.228315547,0.619315399,0.086551406,0.34604441,0.40505836,0.584717981,0.593261286,0.452967266,0.287658605,0.336745963,0.335316395,0.483044487,0.437478286,0.116181648,0.618114255,0.228273765,0,-0.112911899,0.189437163,-0.051347158,0.510205195,0.426732095,0.2464492,0.401766194,0.286308157,0.108013479,0.867988368,105.6336578,20.31005517
506,506,0.350516268,0.398937168,0.360561819,0.440294436,0.374667735,0.776430892,0.355966716,0.01326097,0.666401932,0.807291281,0.260545074,0.612336512,0.052405772,0.337973664,0.404270501,0.58130735,0.605036467,0.469004604,0.312866035,0.346042264,0.332657993,0.471133826,0.425902518,0.11603252,0.598283863,0.234726239,0,-0.116235588,0.181624138,-0.048452508,0.419292038,0.416220033,0.249558368,0.429110883,0.26605296,0.10813637,0.874688207,105.6339273,20.31005517
507,507,0.32326701,0.40022933,0.356232456,0.472696855,0.379377997,0.778566915,0.363246706,0.016277786,0.663204667,0.810219187,0.303229214,0.609919298,0.02733819,0.320763978,0.396149561,0.568481743,0.54271399,0.500630097,0.407404298,0.354554557,0.33761014,0.471837796,0.516139528,0.124266138,0.563394188,0.278490101,0,-0.116383611,0.078769357,-0.054011388,0.357511253,0.410284586,0.234498679,0.447367398,0.253348461,0.10869008,0.889325706,105.6341968,20.31005517
508,508,0.306034047,0.38911421,0.362476258,0.471457371,0.360104961,0.782394559,0.360749702,0.027545652,0.660660335,0.818885253,0.269669025,0.600107775,0.010625724,0.306003653,0.509310497,0.57304327,0.501626209,0.558670896,0.42020499,0.358856474,0.337648524,0.463305006,0.481085235,0.120673466,0.554234914,0.311831726,0,-0.113148793,-0.027718693,-0.044508532,0.358558145,0.397442197,0.238639589,0.468952778,0.269171924,0.109294298,0.874829769,105.6344663,20.31005517
509,509,0.272621369,0.391244605,0.369825398,0.485163522,0.365291209,0.794241682,0.35050561,0.031658938,0.658763047,0.795873996,0.239377474,0.608777366,0.013845063,0.278861773,0.50953165,0.576310842,0.485161385,0.517673822,0.417135521,0.364465749,0.33109539,0.455635175,0.558640425,0.122599949,0.545849433,0.321363265,0,-0.095542954,-0.292827554,-0.051725594,0.152974935,0.405844275,0.259187899,0.460792321,0.263264286,0.105280053,0.870685789,105.6347358,20.31005517
510,510,0.272621369,0.391244605,0.369825398,0.485163522,0.365291209,0.794241682,0.35050561,0.031658938,0.658763047,0.795873996,0.239377474,0.608777366,0.013845063,0.278861773,0.50953165,0.576310842,0.485161385,0.517673822,0.417135521,0.364465749,0.33109539,0.455635175,0.558640425,0.122599949,0.545849433,0.321363265,0,-0.095542954,-0.292827554,-0.051725594,0.152974935,0.405844275,0.259187899,0.460792321,0.263264286,0.105280053,0.870685789,105.6350053,20.31005517
511,511,0.224280788,0.383508511,0.368260434,0.469863814,0.372824454,0.782481015,0.352054746,0.036621865,0.646225996,0.790510044,0.22179154,0.607433489,0.042034469,0.275394935,0.548857653,0.563964415,0.497468834,0.520214818,0.393470779,0.373403737,0.227642892,0.458089829,0.54580634,0.124246966,0.528486146,0.34437248,0,-0.06956503,-0.285156387,-0.052525252,0.153053009,0.42104478,0.257460235,0.492551369,0.273173422,0.105837258,0.860315375,105.6352748,20.31005517
512,512,0.198656594,0.387075955,0.3536109,0.490972919,0.368791232,0.796596435,0.353020576,0.039019753,0.648103547,0.814051305,0.212294218,0.610785217,0.065504549,0.311000732,0.556100784,0.543919766,0.491935024,0.529816519,0.388061456,0.37765982,0.243087853,0.515617041,0.577684135,0.124000362,0.545295923,0.398706971,0,-0.040805673,-0.296697583,0.251571495,0.16096213,0.424222155,0.266879409,0.550039869,0.263999789,0.105854565,0.859525277,105.6355443,20.31005517
513,513,0.193277671,0.386051628,0.347176082,0.478418586,0.368818952,0.775529138,0.348804437,0.035978964,0.633490774,0.817147874,0.190590984,0.59798303,0.089488168,0.325811055,0.57193388,0.53538925,0.490640653,0.583312155,0.378190756,0.377703126,0.244775153,0.51248986,0.552501244,0.126416067,0.536911576,0.43444073,0,-0.007353769,-0.304536776,-0.061073384,0.144318329,0.401099578,0.26069895,0.583412005,0.259388648,0.097110346,0.857117357,105.6358138,20.31005517
514,514,0.205107487,0.379063463,0.353263145,0.487802366,0.366535426,0.782466656,0.352339375,0.027183562,0.634871262,0.812138062,0.170028259,0.605098725,0.113440554,0.306730256,0.577118118,0.546344167,0.47656878,0.62134691,0.352350799,0.401169051,0.248493461,0.529081751,0.543818143,0.120690006,0.529054404,0.407574889,0,0.040731228,-0.341389393,-0.068194495,0.347359496,0.395347702,0.753099498,0.580014434,0.260870488,0.098724058,0.936769483,105.6360833,20.31005517
515,515,0.198680914,0.374285919,0.360445437,0.47242452,0.355578025,0.769444342,0.343236864,0.027650136,0.638409283,0.799932084,0.154437441,0.611390717,0.118867997,0.287800657,0.580956897,0.552485595,0.478801057,0.64706218,0.336818982,0.42428901,0.255106798,0.53938548,0.557760878,0.122649584,0.527349491,0.376395989,0,0.087118364,0.062930458,-0.064656341,0.345565007,0.39135955,0.772075252,0.536866073,0.253638135,0.100925393,0.853521507,105.6363528,20.31005517
516,516,0.216027888,0.372166175,0.372364661,0.479254789,0.363129646,0.777638855,0.3412805,0.035574111,0.642524942,0.822455095,0.164976914,0.611557278,0.191091378,0.289422618,0.575340636,0.559988918,0.493707092,0.651911571,0.347790862,0.42374442,0.245055264,0.540191511,0.577767094,0.124401218,0.528863881,0.394633534,0,0.092196059,0.061279686,-0.055940961,0.34749161,0.395503509,0.256760504,0.567694699,0.253871852,0.10984049,0.91798086,105.6366223,20.31005517
517,517,0.306707553,0.37117186,0.385328685,0.481187612,0.349793333,0.777285065,0.342330154,0.030083485,0.645446513,0.799955523,0.167301882,0.609154636,0.182653461,0.311120845,0.571232385,0.573996461,0.554676308,0.679520019,0.379939586,0.430898544,0.240875832,0.54251287,0.602195609,0.124757809,0.536004081,0.408509335,0,0.089979258,-0.369740194,0.255960214,0.361540551,0.424466743,0.257456347,0.561455652,0.266323316,0.106279826,0.932791659,105.6368918,20.31005517
518,518,0.338135463,0.379017604,0.408460099,0.477558329,0.358355446,0.790693169,0.344466125,0.023133049,0.649120934,0.817411203,0.168060915,0.601459866,0.183016255,0.328212882,0.563969404,0.5845785,0.637083381,0.698896181,0.395723895,0.418923176,0.240013433,0.540690188,0.609307043,0.135303377,0.527918308,0.431765998,0,0.098188752,0.048388495,-0.061034214,0.384677342,0.444979831,0.264491947,0.577136809,0.26267526,0.10963178,0.904060136,105.6371613,20.31005517
519,519,0.286860753,0.388178322,0.408472614,0.497559721,0.354272252,0.794816537,0.342222399,0.042422024,0.648209263,0.787523991,0.163461886,0.60153536,0.181929569,0.338347933,0.558506338,0.578904784,0.667932621,0.703732785,0.377983959,0.376499578,0.238802769,0.543223289,0.553957293,0.131514015,0.557085804,0.423002327,0,0.089998846,0.059615707,-0.055995181,0.397961494,0.428073486,0.268289169,0.580374789,0.266999682,0.108205849,0.88826525,105.6374308,20.31005517
520,520,0.380415448,0.39857712,0.565091048,0.233032072,0.503249758,0.789190404,0.335644104,0.153158946,0.649505639,0.795687816,0.209118531,0.616687358,0.275358001,0.340089403,0.402096065,0.490354605,0.841741937,0.252014091,0.419000533,0.191203699,0.227502326,0.466180919,0.516594857,0.124221781,0.518686,0.017953863,0,-0.053893127,0.02060883,0.168500776,0.464792401,0.166930495,0.260971184,0.686355634,0.263218568,0.241451025,0.881515795,105.6236865,20.31032467
521,521,0.380831436,0.396543203,0.555898953,0.20124678,0.497150982,0.777918657,0.325357582,0.147001333,0.626768578,0.791425643,0.194571074,0.606088322,0.2547185,0.348242104,0.421646787,0.495510017,0.837656361,0.183559771,0.437132956,0.246897991,0.216863386,0.46489706,0.51342393,0.120411918,0.523671051,0.008105898,0,-0.04731934,0.019568075,0.172431325,0.454666629,0.154988989,0.260648929,0.702430158,0.268866933,0.24841377,0.792250697,105.623956,20.31032467
522,522,0.377906304,0.394906427,0.553545041,0.197080972,0.491003679,0.773574846,0.321570817,0.145787472,0.579800894,0.802584911,0.18354801,0.594007577,0.247018525,0.344905329,0.444626498,0.497940929,0.821424607,0.185614138,0.446937385,0.256375886,0.219699477,0.46952431,0.430930646,0.124313914,0.522618585,0.008501182,0,-0.050716446,0.021024085,0.177070723,0.602175064,0.141792507,0.269087915,0.709002337,0.258284802,0.250926822,0.84441498,105.6242255,20.31032467
523,523,0.380700076,0.397018733,0.546723914,0.219849731,0.460614746,0.782809658,0.320662542,0.081980353,0.567762321,0.804395077,0.182245321,0.60151146,0.250282217,0.338283299,0.443206377,0.499056368,0.830888683,0.189131933,0.447178837,0.262928844,0.323971675,0.475225805,0.42629238,0.126643253,0.440783872,0.010503848,0,-0.06124785,0.01895571,0.181640575,0.607617173,0.139817144,0.265348598,0.709002337,0.265481164,0.243140644,0.854774696,105.624495,20.31032467
524,524,0.377045136,0.398994323,0.530673759,0.236407401,0.428110656,0.784898499,0.321314036,0.145945289,0.558133794,0.758666325,0.180369721,0.596661929,0.262035936,0.345640064,0.447336226,0.487349523,0.847627025,0.189404391,0.375401402,0.245706284,0.31967342,0.468163938,0.424224392,0.128895997,0.429554417,-0.014831526,0,-0.063725188,-0.071365292,0.163651747,0.609936917,0.147871913,0.265689827,0.686228578,0.268464617,0.232888433,0.870527041,105.6247645,20.31032467
525,525,0.378553178,0.398617616,0.531543422,0.230652653,0.415031513,0.800343413,0.323954233,0.143509867,0.586506275,0.694714635,0.159001378,0.600600772,0.269561281,0.343668132,0.464141712,0.482591949,0.811992835,0.180043968,0.358370883,0.243171655,0.221106145,0.463207719,0.415733471,0.123738142,0.443381438,-0.016602011,0,-0.069663681,-0.076565953,0.15453354,0.598642029,0.158351397,0.266053881,0.705742168,0.261852506,0.226379113,0.846727198,105.625034,20.31032467
526,526,0.383089649,0.405360315,0.546048431,0.21090311,0.376385976,0.796038919,0.319079022,0.065758524,0.618468757,0.635760463,0.152420982,0.586051804,0.271215167,0.342717401,0.487037839,0.482189859,0.799809591,0.181843654,0.388046071,0.235187755,0.331590004,0.465049312,0.380573511,0.124416628,0.438153362,-0.034044506,0,-0.081460631,-0.125906976,0.137066488,0.595287783,0.156381409,0.266053881,0.699020202,0.259958131,0.217710007,0.869978444,105.6253035,20.31032467
527,527,0.379752417,0.405763293,0.533072164,0.209671937,0.340291301,0.788542125,0.313563975,0.140726901,0.64350068,0.609408174,0.145806831,0.606670424,0.263478858,0.339575521,0.480455724,0.486599508,0.820631724,0.284928056,0.344326398,0.236096778,0.347072793,0.472250123,0.356559288,0.127134832,0.434825147,-0.045680047,0,-0.087306948,-0.124501022,0.114312541,0.600163322,0.137922795,0.263870886,0.705638828,0.266114781,0.215031019,0.853183954,105.625573,20.31032467
528,528,0.372682147,0.398730658,0.502869258,0.237175343,0.355471437,0.789268832,0.315831402,0.137741076,0.641113336,0.663722629,0.164190686,0.605154617,0.271638443,0.336693041,0.504308526,0.501380136,0.80555316,0.276569737,0.381356081,0.233628809,0.38875932,0.474532888,0.348618025,0.128666266,0.435979632,0.127306317,0,-0.13009902,-0.115655178,0.105595769,0.594138466,0.149195175,0.255860938,0.708878591,0.267609762,0.205779301,0.824927247,105.6258425,20.31032467
529,529,0.378474062,0.39993418,0.485329113,0.234307407,0.363688026,0.787091724,0.316338561,0.1321453,0.628668425,0.720207012,0.186023155,0.606562204,0.215520181,0.341414137,0.499837209,0.486324907,0.788929811,0.339542086,0.377383716,0.231669863,0.424519005,0.469685857,0.34087984,0.132612764,0.520459874,0.079642245,0,-0.15028658,-0.114982119,0.0978034,0.601133733,0.153227568,0.271514541,0.708254042,0.269464984,0.196263412,0.866047537,105.626112,20.31032467
530,530,0.378474062,0.39993418,0.485329113,0.234307407,0.363688026,0.787091724,0.316338561,0.1321453,0.628668425,0.720207012,0.186023155,0.606562204,0.215520181,0.341414137,0.499837209,0.486324907,0.788929811,0.339542086,0.377383716,0.231669863,0.424519005,0.469685857,0.34087984,0.132612764,0.520459874,0.079642245,0,-0.15028658,-0.114982119,0.0978034,0.601133733,0.153227568,0.265758813,0.708254042,0.269464984,0.196263412,0.866047537,105.6263815,20.31032467
531,531,0.375385543,0.40020769,0.495549198,0.226140647,0.367677086,0.785396487,0.314538237,0.149881265,0.616927487,0.761392439,0.198167898,0.602391311,0.212275596,0.337402568,0.45894786,0.489790846,0.769032285,0.391242335,0.333815572,0.230572558,0.421832728,0.470118646,0.246519042,0.125769799,0.5212444,0.010306618,0,-0.15790769,-0.132031466,0.104235931,0.592845406,0.154180644,0.260290115,0.687721863,0.265590507,0.206868404,0.846786342,105.626651,20.31032467
532,532,0.373929149,0.403688813,0.511520008,0.22243101,0.370290429,0.792179499,0.32102945,0.159206672,0.623611117,0.789250847,0.211296237,0.605550297,0.189040904,0.339729569,0.434331681,0.497208913,0.712704991,0.389731286,0.319025751,0.236380994,0.424596829,0.471833905,0.424820568,0.125758616,0.526632543,-0.017120799,0,-0.166067808,-0.144020636,0.129230663,0.591839202,0.151816479,0.056792414,0.689178988,0.25685621,0.182587891,0.835398506,105.6269205,20.31032467
533,533,0.379201676,0.388902662,0.517588525,0.264898537,0.360240003,0.785678499,0.330036904,0.156836661,0.635470465,0.781531409,0.198701143,0.597393452,0.162287871,0.342568605,0.559109032,0.492967102,0.636774273,0.37932522,0.299448379,0.230735611,0.43273829,0.480320144,0.41880857,0.12546951,0.525234842,-0.227725166,0,-0.168264055,-0.144204895,0.120740842,0.604547251,0.143134611,0.289267606,0.707397768,0.261612667,0.175210121,0.825336571,105.62719,20.31032467
534,534,0.383329288,0.397552476,0.524543767,0.316360196,0.348138465,0.7803712,0.32614806,0.156474176,0.627145043,0.799338145,0.197388877,0.599227357,0.161746258,0.338421184,0.568360788,0.484098681,0.631504064,0.380194882,0.292460534,0.220519952,0.421658861,0.473068456,0.404332655,0.123158559,0.517455938,-0.221127385,0,-0.16371546,-0.147559605,0.09229949,0.584249299,0.137156941,0.299195608,0.629810306,0.248904362,0.171066278,0.846111525,105.6274595,20.31032467
535,535,0.377380776,0.401512271,0.51961971,0.331544027,0.352075955,0.792917664,0.330540356,0.154470736,0.604604287,0.802177106,0.201138025,0.588317261,0.170727779,0.338919446,0.609395361,0.4878204,0.624488708,0.373210999,0.297030538,0.207503797,0.419395896,0.478847155,0.388902637,0.123518162,0.511679872,-0.205653246,0,-0.161748573,-0.15431706,0.073779079,0.567197587,0.13200767,0.278103603,0.759862653,0.242356103,0.161244864,0.840349701,105.6277289,20.31032467
536,536,0.380559013,0.397946695,0.518603414,0.352552389,0.363537276,0.796641882,0.3389206,0.15206464,0.567896037,0.804921455,0.195861434,0.592030554,0.176988898,0.347659407,0.639460261,0.482253452,0.607932,0.374890657,0.309383714,0.286953627,0.416668469,0.48337183,0.395537921,0.123169576,0.511900239,-0.185805846,0,-0.163064401,-0.162269879,0.063756653,0.544990401,0.125934892,0.301962698,0.570636687,0.244691865,0.146314504,0.792011981,105.6279984,20.31032467
537,537,0.375680222,0.385433531,0.494914527,0.334427488,0.336922913,0.780670362,0.335990993,0.152589596,0.552412609,0.787949398,0.189274324,0.572870152,0.24290053,0.341526526,0.614275651,0.469849368,0.600519984,0.327269451,0.322314752,0.284860451,0.422405644,0.469650247,0.382761891,0.129159354,0.511244309,-0.160278434,0,-0.152146204,-0.20359746,0.065145706,0.53343764,0.124829944,0.289195306,0.539522147,0.239260543,0.148260906,0.84411566,105.6282679,20.31032467
538,538,0.388640651,0.382138468,0.494515362,0.290179362,0.352932644,0.779180439,0.344656178,0.148690489,0.570559331,0.787389122,0.193009686,0.583250795,0.236023753,0.34478402,0.63138926,0.463592388,0.581174603,0.322123733,0.30367162,0.298674284,0.418820775,0.470635926,0.263921829,0.127204741,0.516304191,-0.117837173,0,-0.126406539,0.127922652,0.075228327,0.526472822,0.119673757,0.275120708,0.541555263,0.242534631,0.138926012,0.860702318,105.6285374,20.31032467
539,539,0.383753065,0.368230109,0.513640514,0.308022075,0.348718435,0.77716308,0.346296119,0.146999888,0.590821259,0.783233122,0.199595172,0.581991106,0.234540609,0.342462569,0.685066999,0.466059354,0.631386397,0.367626103,0.315344724,0.289695997,0.430372263,0.472701399,0.257881979,0.123233477,0.609108995,-0.044694992,0,-0.017514756,0.013137028,0.088499841,0.424568367,0.284852665,0.26800909,0.541159444,0.242186705,0.137177167,0.820417751,105.6288069,20.31032467
540,540,0.378458394,0.372467518,0.508000501,0.310505563,0.343402218,0.749313682,0.348599564,0.135113404,0.606059826,0.77924746,0.19081631,0.576592863,0.242410074,0.335534615,0.697105872,0.450038173,0.613070274,0.324720374,0.243504831,0.275380435,0.429502444,0.46587281,0.252506542,0.121370699,0.65134994,-0.004515583,0,0.002748232,0.065344509,0.086448879,0.365738865,0.330423875,0.26043988,0.556037034,0.242979377,0.135595969,0.83700099,105.6290764,20.31032467
541,541,0.362740817,0.371834369,0.506461483,0.274819926,0.336681337,0.741691846,0.341071535,0.133435989,0.59887795,0.752358724,0.186279644,0.560528089,0.228417017,0.323455674,0.664238466,0.418593567,0.569873118,0.313754727,0.244101948,0.265575232,0.422966961,0.449922551,0.246943904,0.127037565,0.662314216,-0.012401253,0,0.001231523,0.096484605,0.080951488,0.353980758,0.386017845,0.279896492,0.563676773,0.24255012,0.139168026,0.884986696,105.6293459,20.31032467
542,542,0.355663899,0.384181759,0.477624275,0.246055899,0.347454148,0.775914828,0.343738997,0.131714487,0.608482385,0.784164076,0.191931333,0.561914713,0.208724413,0.332745984,0.67046294,0.423248472,0.562227425,0.316821311,0.270875193,0.271822804,0.435353144,0.454358938,0.242050056,0.125353193,0.679478499,-0.015387184,0,-0.012282152,0.132901922,0.103053711,0.126391639,0.442031675,0.279896492,0.545803894,0.247206506,0.130314258,0.831453328,105.6296154,20.31032467
543,543,0.346547301,0.392993922,0.452557735,0.206796706,0.348222346,0.800152623,0.34584198,0.132472625,0.618013959,0.813366949,0.190966005,0.562725991,0.193446259,0.340268843,0.665285322,0.436803112,0.578774568,0.362943353,0.240671725,0.265874404,0.423463283,0.46000993,0.362873769,0.123216777,0.705296161,-0.016724834,0,-0.043770412,0.166346404,0.119586595,0.137899554,0.458705994,0.284330204,0.558167006,0.269500789,0.130300436,0.851615253,105.6298849,20.31032467
544,544,0.35186511,0.406030065,0.473400661,0.169437323,0.356251531,0.804775217,0.350601254,0.126271117,0.61618052,0.808682134,0.204925101,0.560700188,0.19420022,0.346604096,0.668035251,0.474548478,0.6230115,0.369126868,0.239073216,0.278382389,0.41142545,0.467069523,0.380548134,0.123555029,0.700452088,-0.010547523,0,-0.09072627,0.178459948,-0.067876727,0.353168545,0.471895895,0.281302216,0.587369712,0.278751804,0.12466343,0.822843752,105.6301544,20.31032467
545,545,0.355691278,0.413779411,0.44108908,0.162503886,0.345488841,0.804911845,0.349068753,0.118211546,0.605875573,0.820501196,0.217437841,0.562840218,0.189050827,0.348605421,0.661813791,0.499263796,0.654365563,0.494649286,0.255825654,0.295436555,0.428781284,0.475188215,0.390951008,0.127682412,0.685382409,-0.01142293,0,-0.11520267,0.183753659,-0.062740351,0.37246931,0.46649523,0.28159191,0.62025545,0.28877531,0.123903682,0.836873106,105.6304239,20.31032467
546,546,0.355691278,0.413779411,0.44108908,0.162503886,0.345488841,0.804911845,0.349068753,0.118211546,0.605875573,0.820501196,0.217437841,0.562840218,0.189050827,0.348605421,0.661813791,0.499263796,0.654365563,0.494649286,0.255825654,0.295436555,0.428781284,0.475188215,0.390951008,0.127682412,0.685382409,-0.01142293,0,-0.11520267,0.183753659,-0.062740351,0.37246931,0.46649523,0.27708336,0.62025545,0.28877531,0.123903682,0.836873106,105.6306934,20.31032467
547,547,0.35705789,0.410478923,0.437435594,0.160947859,0.344775923,0.808179806,0.357465717,0.032899089,0.609609463,0.824882357,0.226828103,0.560656652,0.186406101,0.35245206,0.626029826,0.504428846,0.6484239,0.498191177,0.315214279,0.310404452,0.427000551,0.474576134,0.416966697,0.121295463,0.67973405,-0.010867484,0,-0.125166576,0.186880899,-0.06406215,0.375656633,0.470708277,0.268944136,0.6506529,0.285517607,0.12116599,0.837563753,105.6309629,20.31032467
548,548,0.374185954,0.400713533,0.420627648,0.15582128,0.340275289,0.812551096,0.359364511,0.006486866,0.622162125,0.816133129,0.22248844,0.555250548,0.130027227,0.349515806,0.573839596,0.506658734,0.674528967,0.494470637,0.31007066,0.327092045,0.407728182,0.473595799,0.317712902,0.122943367,0.682743676,-0.024127688,0,-0.122169713,0.183526323,-0.061617887,0.37001008,0.476079422,0.269002763,0.65794582,0.296368074,0.11441315,0.785225764,105.6312324,20.31032467
549,549,0.380662923,0.406400511,0.391358972,0.161379137,0.334495358,0.789450075,0.359355354,-0.025412689,0.629628482,0.819924439,0.219376156,0.547464003,0.107281301,0.347463762,0.564032358,0.503759783,0.734599131,0.487192282,0.305263281,0.261599584,0.371292417,0.464648274,0.324107096,0.121220554,0.653898057,-0.029518195,0,-0.230862697,0.198167687,-0.064614557,0.383274464,0.464958158,0.26523593,0.651209306,0.281881447,0.118177933,0.785073238,105.6315019,20.31032467
550,550,0.378486395,0.39984235,0.411454618,0.178213693,0.338697801,0.783677686,0.350638616,-0.039323726,0.627142593,0.80065449,0.209233088,0.548471754,0.092024396,0.335743843,0.44211177,0.500457565,0.738395202,0.484889296,0.307445182,0.260468199,0.34204921,0.465668069,0.308606006,0.118728461,0.662406166,-0.0329169,0,-0.227256491,0.201635116,-0.061028625,0.439263456,0.464272308,0.244272213,0.626808524,0.281166997,0.11350375,0.762619385,105.6317714,20.31032467
